Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,S,,,,,"",0.0,shopify,8,deny,manual,4590.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_22363456-edeb-4c26-9839-5009664de190.jpg?v=1642058116,2,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,M,,,,,"",0.0,shopify,8,deny,manual,4590.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_b1a86a93-103a-42ae-95af-623cc714ceaf.jpg?v=1642058129,3,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,L,,,,,"",0.0,shopify,5,deny,manual,4590.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_1d2ce7cc-18b4-4686-b123-f0f0bc20c5f7.jpg?v=1642058179,4,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,XL,,,,,"",0.0,shopify,5,deny,manual,4590.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_83eca12e-f602-44e2-bb20-3552c4dd276f.jpg?v=1642058194,5,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,2XL,,,,,"",0.0,shopify,4,deny,manual,4590.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,3XL,,,,,"",0.0,shopify,1,deny,manual,4590.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,4XL,,,,,"",0.0,shopify,1,deny,manual,4590.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kourtney-black-textured-faux-leather-corset-dress,,,,,,,,,5XL,,,,,"",0.0,shopify,2,deny,manual,4590.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,Belle Pastel Rainbow Ruffle Tulle Corset Dress,"<p>We are so excited to introduce our Belle Pastel Rainbow Ruffle Tulle Corset Dress. Made with a rich Baby Pink Japanese satin fabric, our Belle comes with our signature boned corsetry with a gorgeous lace-up back closure. The piece-de-resistance though is that ruffle tulle skirt—layers upon layers of baby pink, pale yellow, sage green and sky blue tulle give this mini it's wow factor! Available in Strapless and Puff Sleeved versions, it'l truly be an iconic addition to your wardrobe!</p>
<ul>
<li>Made with Baby Pink Japanese Satin and Baby Pink, Pale Yellow, Sage Green, and Sky Blue Soft and Hard Tulle. Fully Lined. </li>
<li>Bodice with Boned Corsetry and Customizable Lace-Up Back Closure.</li>
<li>Puff Skirt Comprising of Four Layers of Ruffled Tulle Creating a Rainbow Effect. </li>
<li>Elasticated Back for Easy Wear. </li>
<li>Available With or Without Sleeves</li>
</ul>
<p>Where to Wear: Pair our Belle with your favorite statement hoops and beachy waves for a night out of the town, or with a high-pony and white sneakers for a dance party! </p>",Lea Clothing Co.,Apparel & Accessories > Clothing > Dresses,,"Apple, AW21, backless, Best Seller, Birthday, Bright Hues, brunch dress, corset, corset dress, dresses, Graduation, Hourglass, Inverted Triangle, Lea Clothing Co, Mini, Mini Dress, New Years style, night out dress, Occasionwear, organza sleeves, party, party dress, Pastel, Pastel Rainbow, Pear, puff dress, puff sleeves, Rainbow, Rainbow Dress, Rectangle, Rhinestone, Ruffle Dress, satin dress, Skater, Sleeveless, Sleeves, Solid, Tulle Dress, Unicorn Dress",true,Style,Strapless,Size,XS,,,,0.0,shopify,4,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_C5E7DC1D822A-1.jpg?v=1647527655,1,,false,,,,,,,,,,,,,,,,,kg,,,active
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,S,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_5A80FDC605CA-1.jpg?v=1647527722,2,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,M,,,,0.0,shopify,4,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_3d58f908-9135-459f-b8d4-d1178d5a6c7d.jpg?v=1647527696,3,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,L,,,,0.0,shopify,5,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_3F8BD15329E0-1.jpg?v=1647527696,4,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,XL,,,,0.0,shopify,1,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_9396.jpg?v=1647527696,5,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,2XL,,,,0.0,shopify,3,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_620a4bf5-621a-4528-823f-c85d72afce9c.jpg?v=1647527691,6,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,3XL,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_9397.jpg?v=1647527691,7,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,4XL,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,Strapless,,5XL,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,XS,,,,0.0,shopify,5,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,S,,,,0.0,shopify,3,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,M,,,,0.0,shopify,3,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,L,,,,0.0,shopify,3,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,XL,,,,0.0,shopify,2,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,2XL,,,,0.0,shopify,3,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,3XL,,,,0.0,shopify,8,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,4XL,,,,0.0,shopify,2,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
belle-pastel-rainbow-ruffle-tulle-corset-dress,,,,,,,,,With Puff Organza Sleeves,,5XL,,,,0.0,shopify,2,deny,manual,5990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,Mia Baby Pink Lurex Jacquard Corset Gown,"<p>Say hello to our Mia Baby Pink Jacquard High-Low Corset Dress. Made with a luxurious, baby pink lurex jacquard fabric, our Mia comes with our signature boned corsetry with bustier detailing and a breathtaking high-low balloon skirt. Whether you pair it with statement ruffled tulle sleeves or keep it strapless paired with our pink mesh gloves, this ethereal beauty is sure to take your wardrobe to a Whole. Other. Level.</p>
<ul>
<li>Made with Baby Pink Lurex Jacquard and Tulle. Fully Lined.</li>
<li>Bodice with Bustier Detailing and Boned Corsetry.</li>
<li>High-Low Style Balloon Skirt. </li>
<li>Adjustable, Romantic Lace-Up Back. </li>
</ul>
<p>Where to Wear: Pair our Mia with delicate jewelry and some dainty heels for an elegant dinner or party look!</p>",Lea Clothing Co.,Apparel & Accessories > Clothing > Dresses,,"Apple, Average, AW21, Bachelorette, backless, Balloon Dress, Birthday, Bridal Shower, bustier, Bustier Dress, Celebrity Style, corset, corset dress, Date Night, dresses, going out, gown, Hourglass, Inverted Triangle, Jacquard, Jacquard Dress, Lea Clothing Co, Occasionwear, Off-Shoulder, off-the-shoulder, party, party dress, Pastel, pastel pink, Pear, Petite, Pink Dress, puff dress, Rectangle, Sleeveless, Sleeves, Solid, tall, valentine2022",true,Style,Strapless,Size,XS,,,,0.0,shopify,4,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_0364.jpg?v=1647528802,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,S,,,,0.0,shopify,5,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_6ca6c2bf-94f0-4be8-9b45-86e2675b2a28.jpg?v=1647528831,2,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,M,,,,0.0,shopify,3,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_0365.jpg?v=1647528743,3,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,L,,,,0.0,shopify,1,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_9b330fef-0a3f-4f21-b836-65f69f423811.jpg?v=1647528743,4,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,XL,,,,0.0,shopify,2,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/1150copy.jpg?v=1647528743,5,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,2XL,,,,0.0,shopify,4,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_0367.jpg?v=1647528743,6,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,3XL,,,,0.0,shopify,3,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_3d0691fb-829e-4903-8df9-e48d35baa8c2.jpg?v=1647528743,7,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,4XL,,,,0.0,shopify,2,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/IMG_0366.jpg?v=1647528743,8,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Strapless,,5XL,,,,0.0,shopify,2,deny,manual,6990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/1144copy.jpg?v=1647528743,9,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,XS,,,,0.0,shopify,10,deny,manual,7990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_2c73bad5-e341-4805-ba48-ab142d6463b9.jpg?v=1647528743,10,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,S,,,,0.0,shopify,8,deny,manual,7990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/1117copy.jpg?v=1647528743,11,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,M,,,,0.0,shopify,4,deny,manual,7990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_00d2337e-8aa3-4bdc-9a07-d2771bcdb1b8.jpg?v=1647528743,12,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,L,,,,0.0,shopify,5,deny,manual,7990.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/1134copy.jpg?v=1647528743,13,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,XL,,,,0.0,shopify,2,deny,manual,7990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,2XL,,,,0.0,shopify,1,deny,manual,7990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,3XL,,,,0.0,shopify,0,deny,manual,7990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,4XL,,,,0.0,shopify,2,deny,manual,7990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mia-baby-pink-lurex-jacquard-corset-gown,,,,,,,,,Ruffled Tulle Sleeves,,5XL,,,,0.0,shopify,2,deny,manual,7990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,Chrissy Burgundy Satin Corset Dress,"<p>Tis’ the Season for Romantic Ruby Dresses with our Chrissy Burgundy Satin Corset Midi Dress. Made with a rich, burgundy stretch satin fabric, our Chrissy comes with our signature boned corsetry with a peek-a-boo mesh inlay and bustier detailing. A graceful, Armani satin cowl neck addition with adjustable straps acts as the perfect complement to its chic midi length and statement slit! </p>
<ul>
<li>Made with Burgundy Stretch Satin, Mesh, and Armani Satin. </li>
<li>Bodice with Boned Corsetry and Bustier Detailing.</li>
<li>Satin Cowl Neckline with Noodle Straps.</li>
<li>Midi Silhouette with Slit.</li>
<li>Concealed Zip Closure to the Side.</li>
</ul>
<p>Where to Wear: Pair our Chrissy with metallic jewelry and sleek heels for a gorgeous Christmas Party look! </p>",Lea Clothing Co.,Apparel & Accessories > Clothing > Dresses,,"Apple, AW21, Bachelorette, Birthday, Bodycon, Bodycon dress, brunch dress, bustier, corset, corset dress, Dark Hues, Date Night, going out, Holiday Dress, Hourglass, Lea Clothing Co, midi, midi dress, New Years style, night out dress, Occasionwear, party, Pear, Plus Size, Rectangle, satin dress, Sleeveless, Solid, valentine2022",true,Size,XS,,,,,,0.0,shopify,6,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_50623ee9-534b-4ab5-b707-07d716ecd65b.jpg?v=1646217054,1,,false,,,,,,,,,,,,,,,,,kg,,,active
chrissy-burgundy-satin-corset-dress,,,,,,,,,S,,,,,,0.0,shopify,6,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_696e8e2f-779d-494e-a9ab-fe9a6c5c740e.jpg?v=1640069366,2,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,M,,,,,,0.0,shopify,6,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_6e1fd9aa-9da0-41e9-be4b-b207aa792d27.jpg?v=1640069366,3,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,L,,,,,,0.0,shopify,8,deny,manual,5490.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_75ac9449-8d3d-4ce4-8fde-db0d0932ce54.jpg?v=1640068916,4,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,XL,,,,,,0.0,shopify,3,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,2XL,,,,,,0.0,shopify,4,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,3XL,,,,,,0.0,shopify,3,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,4XL,,,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
chrissy-burgundy-satin-corset-dress,,,,,,,,,5XL,,,,,,0.0,shopify,2,deny,manual,5490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,Pixie Baby Pink Puff Corset Dress,"<p>Say hello to the latest addition to the Pixie clan— Our Pixie Baby Pink Puff Corset Dress! Made with a soft, pastel pink crepe fabric, our beloved Pixie comes with our signature boned corsetry, a romantic lace-up back, and statement puff sleeves. Layers of tulle and pleated crepe fabric give it its signature puff skirt that you’re sure to fall in love with! </p>
<ul>
<li>Made with Upcycled Baby Pink Crepe and Tulle Fabric. Fully Lined.</li>
<li>Bodice with Signature Boned Corsetry and an Open Lace-Up Back. </li>
<li>Statement Puff Sleeves.</li>
<li>Puff Skirt with Layers of Tulle, Crepe, and Pleated Fabric. </li>
<li>Concealed Zip Closure.</li>
</ul>
<p>Where to Wear: Dress our Pixie up with a soft pink lip and nude kitten heels for a night out, or dress it down with some crisp white sneakers and a messy bun for a brunch date! </p>",Lea Clothing Co.,,Dress,"Apple, Average, AW21, backless, balloon sleeve, Best Seller, Birthday, corset, corset dress, Date Night, dresses, going out, Hourglass, Inverted Triangle, lea clothin co, lea clothing, Lea Clothing Co, Mini Dress, night out, night out dress, Occasionwear, Off-Shoulder, party, party dress, Pastel, Pear, Petite, Pixie, puff dress, puff sleeves, Rectangle, Sleeves, Solid, statement sleeves, tall, valentine2022, weekend outfit",true,Size,XS,Length,Regular,,,,0.0,shopify,5,deny,manual,4890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_40ca1c92-6563-436f-a649-8c66b6e094b7.jpg?v=1639655418,1,,false,,,,,,,,,,,,,,,,,kg,,500.00,active
pixie-baby-pink-puff-corset-dress,,,,,,,,,XS,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_45b4daf2-e549-40a3-a064-66f7a1c7b09d.jpg?v=1639655418,2,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,S,,Regular,,,,0.0,shopify,5,deny,manual,4890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_fbe3cc1d-31c4-4490-a87a-3e500806589d.jpg?v=1639655418,3,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,S,,Tall,,,"",0.0,shopify,9,deny,manual,4890.00,,true,false,"",https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_7e555752-105f-4e9b-8431-55e650ea2449.jpg?v=1639655418,4,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,M,,Regular,,,,0.0,shopify,2,deny,manual,4890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_55b3ad3a-ac45-44a3-b42c-885581e735a4.jpg?v=1639655418,5,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,M,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,L,,Regular,,,,0.0,shopify,4,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,L,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,XL,,Regular,,,,0.0,shopify,7,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,XL,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,2XL,,Regular,,,,0.0,shopify,10,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,2XL,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,3XL,,Regular,,,,0.0,shopify,9,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,3XL,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,4XL,,Regular,,,,0.0,shopify,10,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,4XL,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
pixie-baby-pink-puff-corset-dress,,,,,,,,,5XL,,Regular,,,,0.0,shopify,10,deny,manual,4890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
pixie-baby-pink-puff-corset-dress,,,,,,,,,5XL,,Tall,,,"",0.0,shopify,10,deny,manual,4890.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,500.00,
hannah-lavender-teddy-joggers,Hannah Lavender Teddy Joggers,"<p>Say hello to our Hannah Lavender Teddy Joggers. Made from the softest, fuzzy lavender teddy fabric, our Hannah comes in a flattering, high-waisted, cropped silhouette with matching rib accents. Just throw them on and go! </p>
<ul>
<li>Made with Lavender Teddy Fabric. </li>
<li>High-Waisted, Cropped Style with Rib Accents. </li>
<li>Slip-On Style.</li>
</ul>
<p>Where to Wear: Pair our Hannah with our Lucy Teddy Crop Sweatshirt for the perfect Lounge Look!  </p>",Lea Clothing Co.,Apparel & Accessories > Clothing > Pants,,"Apple, AW21, Basics, bottoms, elevated basics, High waist, Hourglass, In Love With Lounge, Inverted Triangle, jogger, joggers, Lea Clothing Co, lounge, Lounge Love, Loungewear, Other, pants, Pastel, Pear, Rectangle, Solid, Teddy, Teddy Fabric",true,Size,XS-S,,,,,,0.0,shopify,3,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_593375de-6bc2-4af9-a482-286b31eda79f.jpg?v=1639572541,1,,false,,,,,,,,,,,,,,,,,kg,,,active
hannah-lavender-teddy-joggers,,,,,,,,,M-L,,,,,,0.0,shopify,0,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_4b86b9d5-36cf-4517-880a-88482189fb74.jpg?v=1639572541,2,,,,,,,,,,,,,,,,,,,kg,,,
hannah-lavender-teddy-joggers,,,,,,,,,XL-2XL,,,,,,0.0,shopify,6,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_245642a3-05a1-4cbf-90e3-f6a07c438dcc.jpg?v=1639572541,3,,,,,,,,,,,,,,,,,,,kg,,,
hannah-lavender-teddy-joggers,,,,,,,,,3XL-4XL,,,,,,0.0,shopify,4,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_977de30f-69c0-4536-94cb-873b0911cdfb.jpg?v=1639572541,4,,,,,,,,,,,,,,,,,,,kg,,,
hannah-lavender-teddy-joggers,,,,,,,,,5XL,,,,,,0.0,shopify,3,deny,manual,2190.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
lucy-lavender-teddy-cropped-sweatshirt,Lucy Lavender Teddy Cropped Sweatshirt,"<p>Our comfy, cozy, and cute Lucy Lavender Teddy Cropped Sweatshirt is here. Made from the softest, fuzzy lavender teddy fabric, our Lucy comes in a cropped sweatshirt silhouette with matching rib accents and an attached hoodie. </p>
<ul>
<li>Made with Lavender Teddy Fabric. </li>
<li>Cropped Sweatshirt Style with Rib Accents.</li>
<li>Round Neckline with Attached Hoodie. </li>
<li>Slip-On Style.</li>
</ul>
<p>Where to Wear: Pair our Lucy with our Hannah Teddy Joggers for the perfect Lounge Look!  </p>",Lea Clothing Co.,,Sweatshirt,"Apple, AW21, Basics, Crop Sweatshirt, crop top, elevated basics, Hoodie, Hourglass, In Love With Lounge, Inverted Triangle, Lea Clothing Co, lounge, Lounge Love, Loungewear, Other, Pastel, Pear, Rectangle, Sleeves, Solid, Sweatshirt, Teddy, Teddy Fabric",true,Size,XS-S,,,,,,0.0,shopify,4,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_5804773d-21da-4c69-92e0-58a3aadfc649.jpg?v=1639572830,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lucy-lavender-teddy-cropped-sweatshirt,,,,,,,,,M-L,,,,,,0.0,shopify,1,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_81d7c7e3-fb52-4752-89c1-1bd5b5bc89ff.jpg?v=1639572830,2,,,,,,,,,,,,,,,,,,,kg,,,
lucy-lavender-teddy-cropped-sweatshirt,,,,,,,,,XL-2XL,,,,,,0.0,shopify,6,deny,manual,2190.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_8e2a30f8-a10e-477e-a36a-991737d4732a.jpg?v=1639572494,3,,,,,,,,,,,,,,,,,,,kg,,,
